Timestep,Alpha,Omega,Theta
56.5,0.00048593873,7.7634814e-05,0.39265914
56.6,0.0014216963,0.00026839815,0.3929716
56.7,-0.00067500272,0.00034306657,0.39296873
56.8,8.2150213e-05,0.00028378161,0.39283413
56.9,0.00041975332,0.00033397203,0.39302412
57,-0.00038976083,0.00033697106,0.39311614
57.1,-0.00016949597,0.00028104565,0.39317675
57.2,-0.00010398374,0.00025369767,0.39302119
57.3,0.00043955811,0.00028725519,0.39307419
57.4,-6.9613216e-05,0.00032424952,0.39329129
57.5,-0.00049838841,0.00026744949,0.39345844
57.6,-0.00040553242,0.00017705772,0.39347699
57.7,-5.2155649e-05,0.00013128928,0.39379694
57.8,-0.0008270802,4.3365733e-05,0.3938602
57.9,-0.0002215793,-6.1499714e-05,0.39378446
58,0.00012365905,-7.1291581e-05,0.39356669
58.1,0.00049899888,-9.0258593e-06,0.39350865
58.2,0.00012459093,5.3332822e-05,0.39359626
58.3,-0.0002393284,4.1859007e-05,0.39369277
58.4,-0.00027651333,-9.725018e-06,0.39384638
58.5,-0.00043853811,-8.1229978e-05,0.39367392
58.6,0.00037117996,-8.7965534e-05,0.39368025
58.7,-5.9300979e-05,-5.6777827e-05,0.39354118
58.8,0.00031152351,-3.155555e-05,0.39372864
58.9,-0.00050251553,-5.0654957e-05,0.39385354
59,-0.00037277787,-0.00013818405,0.39407939
59.1,-0.000651714,-0.00024063301,0.39403046
59.2,1.5074257e-05,-0.0003042965,0.39378618
59.3,0.00052247388,-0.00025054166,0.39370353
59.4,0.00014739933,-0.00018355453,0.3934671
59.5,0.00055393888,-0.00011342073,0.39323556
59.6,0.00057897371,-1.2975055e-07,0.39298068
59.7,0.00067561493,0.00012532882,0.39318973
59.8,-0.00047140747,0.00014574915,0.39294334
59.9,0.00066091485,0.00016470001,0.39265874
60,0.00079810537,0.00031060166,0.39267224
60.1,8.0528812e-05,0.00039846454,0.39255054
60.2,0.00042449531,0.00044896677,0.39244826
60.3,0.00039435451,0.00053085174,0.39270683
60.4,-0.00051302268,0.00051898473,0.39278412
60.5,-9.0320093e-05,0.00045865091,0.39299815
60.6,-0.00045280906,0.00040433806,0.39306282
60.7,-0.00010485123,0.00034857247,0.39335003
60.8,-0.00068509117,0.00026957821,0.39325202
60.9,0.00025487121,0.00022655665,0.39340144
61,-0.00036310909,0.00021573282,0.3936456
61.1,-0.00062987821,0.00011643427,0.39362843
61.2,-3.2491027e-07,5.3414299e-05,0.39370691
61.3,-0.00024282864,2.909895e-05,0.39381431
61.4,-0.00032984676,-2.8168464e-05,0.3936918
61.5,0.00024111687,-3.7041284e-05,0.39367485
61.6,-9.9013074e-06,-1.3919846e-05,0.39360903
61.7,0.00011753463,-3.1565091e-06,0.39367978
61.8,-0.00022192745,-1.3595839e-05,0.39345295
61.9,0.00052821463,1.703301e-05,0.3937208
62,-0.00070222767,-3.6856208e-07,0.39376258
62.1,-0.00016677279,-8.7268263e-05,0.39387508
62.2,-0.00035493279,-0.00013943875,0.39392477
62.3,-0.00021262527,-0.00019619439,0.39390868
62.4,-5.2677655e-05,-0.00022272459,0.39392492
62.5,-0.00013334058,-0.00024132645,0.39404715
62.6,-0.00040780104,-0.00029544065,0.39420968
62.7,-0.00053108969,-0.00038932947,0.39408074
62.8,0.00018847779,-0.0004235903,0.39390154
62.9,0.0003372749,-0.0003710151,0.39382864
63,9.3332081e-05,-0.00032795465,0.39393059
63.1,-0.00034307151,-0.00035292865,0.39391334
63.2,-5.4730979e-05,-0.00039270885,0.39403518
63.3,-0.00040852989,-0.00043903479,0.3938408
63.4,0.00038097884,-0.0004417896,0.39366558
63.5,0.00036261385,-0.00036743043,0.3935266
63.6,0.00029751303,-0.00030141769,0.39315007
63.7,0.00092763335,-0.00017890326,0.39330335
63.8,-0.00036865695,-0.00012300608,0.39337283
63.9,-0.00017891375,-0.00017776306,0.39364005
64,-0.00069655897,-0.00026531027,0.393663
64.1,-0.00011438019,-0.00034640382,0.39354573
64.2,0.00024056118,-0.00033378582,0.3937616
64.3,-0.00059387608,-0.00036911754,0.39389467
64.4,-0.00041692211,-0.00047019726,0.39406968
64.5,-0.00054608532,-0.00056649766,0.39385538
64.6,0.0004220476,-0.00057890102,0.39362107
64.7,0.00050712987,-0.00048598345,0.3935564
64.8,0.00010997501,-0.00042427323,0.39357118
64.9,-8.3398732e-05,-0.00042161571,0.39360313
65,-0.00013005697,-0.00044296142,0.3937776
65.1,-0.0005004514,-0.00050601198,0.39348267
65.2,0.00067294515,-0.00048876219,0.39317676
65.3,0.00074800811,-0.00034666737,0.39343647
65.4,-0.00065130747,-0.00033699769,0.39348464
65.5,-0.00015160962,-0.00041728895,0.39317434
65.6,0.00075811208,-0.00035663869,0.3932181
65.7,-9.883098e-05,-0.00029071094,0.39324808
65.8,-7.0774442e-05,-0.0003076714,0.39314527
65.9,0.0002641696,-0.0002883319,0.39320574
66,-0.00013755249,-0.0002756702,0.39299141
66.1,0.00055608982,-0.0002338164,0.3929383
66.2,0.00017755222,-0.00016045238,0.39280711
66.3,0.00038585238,-0.00010411194,0.39254687
66.4,0.00073725345,8.1984849e-06,0.39253794
66.5,0.00013556365,9.5479902e-05,0.39266969
66.6,-0.00022307623,8.6728583e-05,0.39262853
66.7,0.00019848519,8.4269578e-05,0.39269399
66.8,-6.7839272e-05,9.733409e-05,0.39269483
66.9,8.7100795e-05,9.9260237e-05,0.39252614
67,0.00052100637,0.00016007093,0.39257972
67.1,-2.0955679e-05,0.00021007576,0.39245712
67.2,0.00042154721,0.00025013492,0.39248229
67.3,6.2981644e-05,0.00029858761,0.39243861
67.4,0.00023530191,0.00032841584,0.39229027
67.5,0.00051037316,0.0004029832,0.39224708
67.6,0.00026507175,0.00048052742,0.39218333
67.7,0.00032481343,0.00053951575,0.39212648
67.8,0.00031756428,0.00060375351,0.39230974
67.9,-0.00028781412,0.00060672854,0.39250919
68,-0.00035847386,0.00054210029,0.39302829
68.1,-0.0012087279,0.00038538013,0.39290126
68.2,0.00036219549,0.00030072714,0.39265852
68.3,0.00067872421,0.00040481899,0.39271696
68.4,-5.3449144e-05,0.00046734632,0.39288742
68.5,-0.00034962565,0.00042703901,0.39313208
68.6,-0.00056697272,0.00033537926,0.39310377
68.7,9.2532431e-05,0.00028793539,0.39305516
68.8,0.00014886154,0.00031207482,0.39322686
68.9,-0.00040753755,0.00028620719,0.39329274
69,-0.00016431465,0.00022902208,0.39323076
69.1,0.00015222201,0.00022781284,0.39317616
69.2,0.00014306563,0.00025734152,0.39313091
69.3,0.00012767344,0.0002844154,0.39320823
69.4,-0.00017906387,0.00027927629,0.39319399
69.5,4.2752962e-05,0.00026564525,0.39318986
69.6,1.8975358e-05,0.00027181805,0.39316413
69.7,7.4731881e-05,0.00028118884,0.39336548
69.8,-0.00050270192,0.00023839181,0.39339661
69.9,-9.9425749e-05,0.00017817923,0.39344615
70,-0.00015183546,0.00015305315,0.39346775
70.1,-8.8523789e-05,0.00012901729,0.39356688
70.2,-0.00029078973,9.1085994e-05,0.39372337
70.3,-0.0004538799,1.6619116e-05,0.39352138
70.4,0.00043843628,1.5074933e-05,0.39378277
70.5,-0.00071590004,-1.2671582e-05,0.39366541
70.6,0.0002114991,-6.3111439e-05,0.39326536
70.7,0.00095363784,5.340218e-05,0.39317753
70.8,0.00021815264,0.00017058092,0.39332398
70.9,-0.00036778963,0.00015561707,0.39293775
71,0.00097229974,0.00021606815,0.39281834
71.1,0.00035093673,0.00034839159,0.39316188
71.2,-0.00081520006,0.00030196512,0.39311615
71.3,0.0001261795,0.00023306347,0.39343947
71.4,-0.00081150908,0.00016453049,0.39356308
71.5,-0.00035230369,4.8149441e-05,0.3933769
71.6,0.00042068588,5.4987792e-05,0.39352346
71.7,-0.00040165362,5.6890879e-05,0.39341878
71.8,0.00021776108,3.850174e-05,0.39330388
71.9,0.00026041496,8.6319271e-05,0.39328111
72,4.2707846e-05,0.0001166315,0.39354941
72.1,-0.00069908102,5.0994171e-05,0.39353337
72.2,-1.4418002e-05,-2.0355508e-05,0.39357342
72.3,-0.00015580982,-3.7378283e-05,0.39352748
72.4,5.7615259e-05,-4.7197704e-05,0.39382258
72.5,-0.00080852018,-0.00012228825,0.3940011
72.6,-0.00055778359,-0.00025891838,0.39398694
72.7,-9.3586108e-05,-0.00032405525,0.39416835
72.8,-0.00059253036,-0.00039266683,0.39405044
72.9,0.00014412933,-0.00043750692,0.39433145
73,-0.0008588252,-0.00050897647,0.39417272
73.1,0.00022133068,-0.00057272557,0.39399249
73.2,0.00030120281,-0.0005204724,0.39407768
73.3,-0.00034996926,-0.00052534919,0.39409992
73.4,-0.00020301148,-0.0005806471,0.39395906
73.5,0.00021045476,-0.00057990284,0.3940695
73.6,-0.00041088163,-0.00059994553,0.39394529
73.7,0.00017163286,-0.00062387035,0.39396266
73.8,-0.0001714242,-0.00062384948,0.39384183
73.9,0.00017908897,-0.00062308289,0.39370676
74,0.00023446675,-0.00058172756,0.39387209
74.1,-0.00051341284,-0.00060962202,0.39355542
74.2,0.00069366011,-0.00059159701,0.39332491
74.3,0.00052347357,-0.0004698839,0.39334973
74.4,-9.3555023e-05,-0.00042689215,0.39322985
74.5,0.00027268599,-0.00040897902,0.39317776
74.6,0.00011810787,-0.00036989975,0.39320587
74.7,-7.9080369e-05,-0.00036599699,0.39307951
74.8,0.0003117081,-0.0003427343,0.39328036
74.9,-0.00050593839,-0.00036215743,0.39325788
75,3.3430247e-05,-0.0004094081,0.39322557
75.1,6.1981478e-05,-0.00039986685,0.39302246
75.2,0.00050423212,-0.00034324556,0.39309732
75.3,-0.0001750282,-0.00031032525,0.39293717
75.4,0.00041448324,-0.00028637972,0.39297352
75.5,-6.3027584e-05,-0.00025123423,0.3928411
75.6,0.00036311917,-0.00022122506,0.39284348
75.7,3.9192181e-05,-0.00018099405,0.39291634
75.8,-0.00014172484,-0.00019124729,0.39277616
75.9,0.00039195981,-0.00016622377,0.392838
76,-0.00010282627,-0.00013731051,0.39275578
76.1,0.0002560132,-0.00012199178,0.39264181
76.2,0.00035046402,-6.1344108e-05,0.39250717
76.3,0.00042166601,1.5868799e-05,0.39256224
76.4,-4.239747e-05,5.3795542e-05,0.39271908
76.5,-0.00031168807,1.8387007e-05,0.39296965
76.6,-0.00057681001,-7.0462716e-05,0.39291915
76.7,0.00015373186,-0.00011277037,0.3927873
76.8,0.00037003028,-6.0394192e-05,0.39275208
76.9,0.00014371216,-9.020032e-06,0.39252774
77,0.00063352031,6.8703174e-05,0.39247847
77.1,0.00022131319,0.00015418637,0.39259042
77.2,-0.00018346531,0.00015797115,0.39290751
77.3,-0.00072657176,6.6967463e-05,0.39262213
77.4,0.00076503089,7.0813553e-05,0.3925826
77.5,0.00018132536,0.00016544897,0.39252785
77.6,0.00022667536,0.00020624902,0.39264821
77.7,-0.00021278635,0.00020763789,0.39276799
77.8,-0.00023059612,0.00016329971,0.39284201
77.9,-0.00013261538,0.00012697862,0.39287521
78,-4.006377e-05,0.00010971071,0.39270057
78.1,0.00048669723,0.00015437404,0.39258774
78.2,0.00035640941,0.00023868461,0.39271609
78.3,-0.00024295107,0.00025003038,0.3928308
78.4,-0.00022859164,0.00020287615,0.3927777
78.5,0.00018262204,0.00019827916,0.39249091
78.6,0.00078937558,0.00029547887,0.39249246
78.7,9.7197135e-05,0.00038413592,0.39245294
78.8,0.00020218436,0.00041407399,0.39236985
78.9,0.00032016056,0.00046630852,0.3925791
79,-0.00041484196,0.00045684033,0.39266739
79.1,-0.00013866207,0.00040149006,0.39276578
79.2,-0.00017862329,0.00036976146,0.3926142
79.3,0.00044555192,0.00039645434,0.39259035
79.4,0.00014285292,0.00045529466,0.39251459
79.5,0.00027962964,0.00049754285,0.39251401
79.6,9.9361346e-05,0.00053544188,0.39255095
79.7,3.4479784e-06,0.00054572271,0.39249084
79.8,0.00024607388,0.00057067494,0.39261287
79.9,-0.00021051736,0.0005742307,0.39291557
80,-0.0006926061,0.00048391845,0.39305184
80.1,-0.00031507384,0.00038315053,0.39292892
80.2,0.000326541,0.00038429731,0.39295006
80.3,-2.2711732e-05,0.00041468028,0.39325435
80.4,-0.0007511073,0.00033729847,0.39351151
80.5,-0.0006794114,0.00019424678,0.39354985
80.6,-0.00016071473,0.00011023437,0.3938081
80.7,-0.00073018773,2.1144173e-05,0.39415462
80.8,-0.00099802581,-0.00015167701,0.39404528
80.9,0.00011299337,-0.00024018001,0.39391199
81,0.00019128744,-0.00020975199,0.39406341
81.1,-0.00051676432,-0.00024229968,0.39388077
81.2,0.00031369279,-0.00026260671,0.39381761
81.3,3.6578252e-05,-0.00022757971,0.39392156
81.4,-0.00038155955,-0.00026207783,0.39383019
81.5,0.00010133948,-0.00029009972,0.3937137
81.6,0.00017981719,-0.00026198407,0.39367438
81.7,5.3931136e-07,-0.00024394842,0.39349019
81.8,0.00037730863,-0.00020616364,0.39354775
81.9,-0.00021239256,-0.00018967208,0.39338949
82,0.00033056037,-0.00017785529,0.39356597
82.1,-0.00050135918,-0.00019493525,0.39356797
82.2,-8.3257035e-05,-0.00025339676,0.39351789
82.3,4.9386491e-05,-0.00025678386,0.3937203
82.4,-0.00058933173,-0.0003107784,0.39372828
82.5,-0.00012437366,-0.00038214891,0.39393509
82.6,-0.00063511153,-0.00045809743,0.39394792
82.7,-0.00017213478,-0.00053882199,0.39402889
82.8,-0.00034911048,-0.00059094657,0.39410966
82.9,-0.00036213141,-0.00066207058,0.39389097
83,0.00039107631,-0.00065917597,0.39377056
83.1,0.00017399375,-0.00060266915,0.3938501
83.2,-0.00031906918,-0.00061717663,0.3936462
83.3,0.00039341284,-0.00060974209,0.3934131
83.4,0.00050046866,-0.00052035401,0.39335181
83.5,9.7625617e-05,-0.0004605447,0.39332226
83.6,2.5943349e-05,-0.00044818772,0.39307012
83.7,0.00060028865,-0.0003855646,0.3931973
83.8,-0.00033059284,-0.00035859507,0.39300245
83.9,0.00047328906,-0.00034432543,0.39312943
84,-0.00031954008,-0.00032895065,0.39313941
84.1,-4.0543731e-05,-0.00036495894,0.39303992
84.2,0.00023796483,-0.00034521681,0.3929688
84.3,0.00018113534,-0.00030330687,0.39302009
84.4,-0.00012098512,-0.00029729191,0.39306817
84.5,-0.00012111433,-0.00032150183,0.39303994
84.6,6.6402339e-05,-0.00032697301,0.39299814
84.7,0.00010554562,-0.00030977818,0.39282205
84.8,0.00045593211,-0.00025363038,0.39264447
84.9,0.00048789326,-0.00015924795,0.39269991
85,-8.0198014e-05,-0.00011847854,0.39278373
85.1,-0.00016176222,-0.00014267454,0.39272035
85.2,0.00020165113,-0.0001386856,0.3926077
85.3,0.00033794641,-8.4725902e-05,0.3927159
85.4,-0.00020940947,-7.1872277e-05,0.39274175
85.5,-1.5894246e-05,-9.4402621e-05,0.39288866
85.6,-0.00033001213,-0.00012899325,0.39281349
85.7,0.00021494482,-0.00014049991,0.39273402
85.8,0.00023797931,-9.5207538e-05,0.39274557
85.9,1.7628097e-05,-6.9646821e-05,0.39251729
86,0.00062981146,-4.9028695e-06,0.39263567
86.1,-0.00022108092,3.5970069e-05,0.39254873
86.2,0.00028561681,4.2423696e-05,0.39249372
86.3,0.00021789729,9.2775049e-05,0.39245305
86.4,0.00019005791,0.00013357053,0.39248782
86.5,3.5141667e-06,0.00015292769,0.39242862
86.6,0.00023864626,0.00017714372,0.39235941
86.7,0.00027383343,0.00022839163,0.39231025
86.8,0.0002337448,0.00027914937,0.39219814
86.9,0.00040292857,0.00034281669,0.39229935
87,-0.00012503468,0.00037060601,0.39235854
87.1,-3.3539586e-05,0.00035474864,0.39247264
87.2,-0.00018344632,0.0003330501,0.3926526
87.3,-0.00037023388,0.00027768209,0.39261073
87.4,0.00016887062,0.00025754581,0.39254645
87.5,0.00023298297,0.00029773114,0.39257263
87.6,1.1731453e-05,0.00032220252,0.39254711
87.7,0.00013997102,0.00033737275,0.39254922
87.8,7.3368643e-05,0.00035870671,0.39262141
87.9,-0.0001063073,0.00035541286,0.39273505
88,-0.00022397561,0.00032238456,0.39270041
88.1,0.00013742021,0.00031372901,0.39256948
88.2,0.00038950554,0.00036642157,0.39262741
88.3,-7.2987563e-05,0.00039807328,0.39262449
88.4,7.3560039e-05,0.00039813057,0.39273428
88.5,-0.00021451871,0.00038403475,0.3929385
88.6,-0.00047386888,0.00031519599,0.39284447
88.7,0.00025686911,0.00029349601,0.39264349
88.8,0.00054570618,0.00037375354,0.3927897
88.9,-0.0003109237,0.00039723165,0.39270113
89,0.00026667449,0.00039280672,0.39259931
89.1,0.00031477595,0.00045095175,0.39270525
89.2,-0.00020076826,0.00046235247,0.3927721
89.3,-0.00011764934,0.00043051071,0.39273782
89.4,0.00013049472,0.00043179532,0.39290363
89.5,-0.00037627307,0.00040721745,0.39289165
89.6,5.2242572e-05,0.00037481445,0.39291227
89.7,-2.9372553e-05,0.00037710145,0.39295838
89.8,-9.8004133e-05,0.00036436372,0.39282398
89.9,0.00035663547,0.00039022698,0.3931354
90,-0.0007632961,0.00034956089,0.39327117
90.1,-0.00036363694,0.00023686769,0.39324532
90.2,2.8175881e-05,0.00020332163,0.39321559
90.3,4.2006702e-05,0.00021033988,0.39321629
90.4,-3.1342604e-05,0.0002114063,0.3933207
90.5,-0.00029716125,0.00017855593,0.3934061
90.6,-0.00026547802,0.00012229204,0.39335351
90.7,7.3830845e-05,0.00010312737,0.39339957
90.8,-0.00017053982,9.3456473e-05,0.39355927
90.9,-0.00046917777,2.9484746e-05,0.39366097
91,-0.00034658401,-5.2091358e-05,0.39380867
91.1,-0.00048103191,-0.00013485288,0.39364004
91.2,0.0003047201,-0.00015248399,0.39363292
91.3,-8.215582e-05,-0.0001302276,0.39357691
91.4,4.3810973e-05,-0.00013406205,0.39336032
91.5,0.00046353358,-8.3327624e-05,0.39365372
91.6,-0.00080771569,-0.00011774591,0.39368668
91.7,-0.00018831174,-0.00021734852,0.39357777
91.8,0.00016921916,-0.00021925778,0.3937078
91.9,-0.00042540682,-0.00024487657,0.39369853
92,-9.000196e-05,-0.00029641738,0.39365043
92.1,1.046832e-05,-0.0003043707,0.39350218
92.2,0.00027422671,-0.00027590119,0.39343502
92.3,9.0035033e-05,-0.00023947507,0.39348205
92.4,-0.00019184375,-0.00024965601,0.39365358
92.5,-0.00051842906,-0.00032068325,0.39360291
92.6,2.2557195e-05,-0.00037027034,0.39349921
92.7,0.00016609932,-0.00035140471,0.39350594
92.8,-0.00010032017,-0.00034482678,0.3933612
92.9,0.00028605333,-0.00032625341,0.39317977
93,0.00040292321,-0.00025735584,0.39330754
93.1,-0.00035981492,-0.00025304504,0.39316971
93.2,0.00029945373,-0.0002590811,0.39314295
93.3,3.6971502e-05,-0.00022543862,0.39309091
93.4,0.00010583598,-0.00021115785,0.39294586
93.5,0.0003521194,-0.00016536234,0.39298209
93.6,-8.8851685e-05,-0.00013903559,0.39277845
93.7,0.00051933743,-9.5986999e-05,0.3927239
93.8,0.00017022146,-2.7031182e-05,0.39267456
93.9,0.00016563662,6.554603e-06,0.39257595
94,0.00029967349,5.3085591e-05,0.39260394
94.1,-8.587432e-06,8.2194158e-05,0.39268318
94.2,-0.00014425487,6.6909927e-05,0.39266217
94.3,9.9730113e-05,6.2457474e-05,0.39271412
94.4,-8.3689102e-05,6.4061568e-05,0.39287246
94.5,-0.00036439785,1.9252885e-05,0.3928836
94.6,-1.2970044e-05,-1.848385e-05,0.39304412
94.7,-0.00039729256,-5.9510102e-05,0.39290614
94.8,0.00034109015,-6.5130291e-05,0.3930835
94.9,-0.00044421734,-7.5443062e-05,0.39310301
95,-6.8647705e-05,-0.00012672949,0.39293883
95.1,0.00039833994,-9.3760252e-05,0.39280921
95.2,0.00033605303,-2.0321015e-05,0.39290643
95.3,-0.00022397584,-9.1133389e-06,0.39279613
95.4,0.00029168289,-2.3426049e-06,0.39271401
95.5,0.00023713644,5.0539284e-05,0.39249729
95.6,0.00059491405,0.0001337443,0.39251715
95.7,2.4008777e-05,0.00019563651,0.39259306
95.8,-0.00012260505,0.00018577689,0.39271837
95.9,-0.00026119968,0.00014739643,0.39266775
96,0.00016915051,0.00013819154,0.39263012
96.1,0.00014399685,0.00016950625,0.39258804
96.2,0.00016147303,0.00020005322,0.39263389
96.3,-5.6898569e-05,0.00021051064,0.39261418
96.4,0.00010367076,0.00021518786,0.39258142
96.5,0.00014025045,0.00023957995,0.39256355
96.6,0.0001074138,0.00026434638,0.39269951
96.7,-0.00028349852,0.00024673791,0.39279444
96.8,-0.00020023055,0.00019836502,0.39270478
96.9,0.00025712067,0.00020405405,0.39265084
97,0.00018002073,0.00024776814,0.3926092
97.1,0.00015720139,0.00028149031,0.39252707
97.2,0.00026756592,0.000323967,0.39249842
97.3,0.00014386593,0.00036511017,0.39259286
97.4,-0.00016659645,0.0003628371,0.3926476
97.5,-8.0036137e-05,0.00033817386,0.39264895
97.6,4.7882679e-05,0.00033495857,0.39284884
97.7,-0.00046059204,0.00029368762,0.39283603
97.8,5.1872572e-05,0.00025281571,0.39276948
97.9,0.00019145178,0.00027714817,0.39295144
98,-0.0004341498,0.00025287832,0.39288305
98.1,0.00017754243,0.00022721765,0.39296399
98.2,-0.00019386722,0.00022558516,0.39302494
98.3,-0.0001557916,0.00019061934,0.39324968
98.4,-0.00058500172,0.00011654001,0.39315853
98.5,0.00018751752,7.6791661e-05,0.3931169
98.6,7.5136606e-05,0.00010305707,0.39338002
98.7,-0.00069856327,4.071439e-05,0.39329887
98.8,0.00014039092,-1.5102755e-05,0.39340068
98.9,-0.00031525395,-3.2589076e-05,0.39341097
99,-9.751834e-05,-7.3866264e-05,0.39331368
99.1,0.00017596198,-6.6021884e-05,0.39322114
99.2,0.00017914469,-3.0511236e-05,0.39316854
99.3,9.1489138e-05,-3.4478767e-06,0.39327205
99.4,-0.0002999378,-2.4292756e-05,0.39336064
99.5,-0.00027854142,-8.2140643e-05,0.39337527
99.6,-0.00010365294,-0.00012036004,0.39332085
99.7,7.053808e-05,-0.00012367152,0.3933061
99.8,-2.2580613e-05,-0.00011887577,0.3932453
99.9,9.7449196e-05,-0.0001113889,0.39308368
100,0.00036508515,-6.5135474e-05,0.39303115
100.1,0.00011150815,-1.7476185e-05,0.39298226
100.2,0.00011050235,4.7248526e-06,0.39302789
100.3,-0.00012378691,3.3963842e-06,0.39301206
100.4,2.613996e-05,-6.3682953e-06,0.39315824
100.5,-0.00038623122,-4.2377419e-05,0.39297681
100.6,0.00042888413,-3.8112083e-05,0.39286979
100.7,0.00026735597,3.1511877e-05,0.39287118
100.8,6.8808118e-06,5.8935527e-05,0.39297068
100.9,-0.00024457743,3.5165868e-05,0.39310719
101,-0.00035539612,-2.4831458e-05,0.39316072
101.1,-0.00016496739,-7.6867766e-05,0.39312684
101.2,5.0025946e-05,-8.8361881e-05,0.39291379
101.3,0.00051403722,-3.1955571e-05,0.39294721
101.4,-8.297442e-05,1.1150649e-05,0.39298577
101.5,-0.00010156274,-7.3030581e-06,0.39297354
101.6,2.2185961e-05,-1.5240725e-05,0.39307434
101.7,-0.00026536691,-3.9558829e-05,0.39326315
101.8,-0.00050695765,-0.00011679124,0.39300553
101.9,0.00060550345,-0.0001069366,0.39303276
102,-8.2631456e-05,-5.4649465e-05,0.39295718
102.1,0.00017608474,-4.5304127e-05,0.39295888
102.2,-9.7561895e-06,-2.8671292e-05,0.39297337
102.3,-4.2851959e-05,-3.3932104e-05,0.39287504
102.4,0.00024351701,-1.3865594e-05,0.3929924
102.5,-0.00029298361,-1.8812283e-05,0.39304107
102.6,-0.00013604361,-6.171497e-05,0.39292335
102.7,0.0002819955,-4.7119767e-05,0.39296622
102.8,-0.00011034574,-2.9954825e-05,0.39304839
102.9,-0.00021795354,-6.2784745e-05,0.3931693
103,-0.0003304407,-0.00011762415,0.39318077
103.1,-6.982278e-05,-0.00015765046,0.39318
103.2,-4.0495194e-05,-0.00016868225,0.39314547
103.3,4.5861986e-05,-0.00016814556,0.39307035
103.4,0.00015511475,-0.00014804788,0.39299642
103.5,0.00016397776,-0.00011613864,0.39290253
103.6,0.00022679089,-7.7061786e-05,0.39280689
103.7,0.00024624765,-2.9757967e-05,0.39308875
103.8,-0.00070495459,-7.5628694e-05,0.3931759
103.9,-0.00025178202,-0.00017130228,0.39322763
104,-0.00017524695,-0.00021400513,0.3930337
104.1,0.00044519573,-0.00018701025,0.39310753
104.2,-0.00020938443,-0.00016342915,0.3930233
104.3,0.00018327895,-0.00016603969,0.39307942
104.4,-0.00016266276,-0.00016397808,0.39297381
104.5,0.00024224844,-0.00015601948,0.39289143
104.6,0.00019956568,-0.00011183811,0.39298929
104.7,-0.00024875334,-0.00011675691,0.39316274
104.8,-0.00045806196,-0.0001874384,0.39299886
104.9,0.00037758609,-0.00019548594,0.39294742
105,0.00011585616,-0.00014614175,0.39291496
105.1,7.541146e-05,-0.000127015,0.39294465
105.2,-7.8611851e-05,-0.00012733505,0.39289505
105.3,0.00011956162,-0.00012324006,0.39283618
105.4,0.00015113432,-9.6170479e-05,0.39286788
105.5,-7.1342054e-05,-8.8191262e-05,0.39277303
105.6,0.00024749161,-7.0576295e-05,0.39266638
105.7,0.00029286734,-1.6540427e-05,0.39275379
105.8,-0.00018686514,-5.9402325e-06,0.39259148
105.9,0.00043842696,1.9215971e-05,0.3927228
106,-0.00028724228,3.4334396e-05,0.39262163
106.1,0.00028689002,3.4299196e-05,0.39258791
106.2,0.0001304622,7.6034393e-05,0.39270891
106.3,-0.00026020151,6.306045e-05,0.3927206
106.4,2.6773492e-07,3.7067097e-05,0.39270055
106.5,7.9629969e-05,4.505687e-05,0.39278494
106.6,-0.0001845141,3.456845e-05,0.39286105
106.7,-0.00017690984,-1.5739265e-06,0.39287691
106.8,-3.4887858e-05,-2.2753679e-05,0.392913
106.9,-8.9288056e-05,-3.5171265e-05,0.39280787
107,0.00026638164,-1.7461898e-05,0.39283766
107.1,-6.2251397e-05,2.9510994e-06,0.39293647
107.2,-0.00024377789,-2.765182e-05,0.39270569
107.3,0.00058413119,6.3835343e-06,0.39275667
107.4,-0.00010027369,5.4769229e-05,0.39257161
107.5,0.00049584463,9.4326336e-05,0.39262723
107.6,-9.0641759e-05,0.00013484657,0.39250477
107.7,0.00035638308,0.00016142071,0.39255426
107.8,-6.4137425e-05,0.00019064525,0.39259736
107.9,-5.5634805e-05,0.00017866805,0.39277017
108,-0.00039458987,0.0001336456,0.39293618
108.1,-0.00040491175,5.3695474e-05,0.39293749
108.2,-9.9263521e-06,1.2211699e-05,0.39285322
108.3,0.00020887291,3.2106359e-05,0.39297938
108.4,-0.0003164275,2.1350881e-05,0.39305023
108.5,-0.00019515193,-2.9807032e-05,0.39299141
108.6,0.0001253507,-3.6787136e-05,0.3929186
108.7,0.00017045436,-7.2066413e-06,0.39285236
108.8,0.00016523459,2.6362237e-05,0.39262923
108.9,0.00057742391,0.00010062807,0.39268296
109,-9.5598883e-05,0.00014881052,0.39265451
109.1,0.00010619362,0.00014986999,0.39249667
109.2,0.00044202291,0.00020469164,0.39259225
109.3,-0.00018139426,0.00023075446,0.39261024
109.4,1.9717699e-06,0.00021281221,0.39246438
109.5,0.00041861142,0.00025487052,0.39245
109.6,0.00010545624,0.00030727725,0.39251256
109.7,-8.9109861e-05,0.00030891185,0.39236497
109.8,0.00043893817,0.00034389466,0.39229503
109.9,0.00026395108,0.00041418356,0.39236665
110,-8.7111655e-05,0.00043186744,0.39225304
110.1,0.00037576065,0.00046073239,0.39244479
110.2,-0.00038763194,0.00045954527,0.39265635
110.3,-0.000468984,0.0003738837,0.39266293
110.4,2.1948156e-05,0.00032918015,0.39265531
110.5,5.7242154e-05,0.00033709918,0.39269928
110.6,-7.3575422e-05,0.00033546583,0.39267071
110.7,0.00010508961,0.00033861725,0.39265594
