Timestep,Alpha,Omega,Theta
60.7,-0.014816187,0.038600675,0.45148964
60.8,-0.026325864,0.036208457,0.44452749
60.9,-0.012858543,0.037209301,0.45360303
61,-0.020191113,0.037205743,0.46963362
61.1,-0.030715806,0.035237004,0.46861569
61.2,-0.022578783,0.035259806,0.47442356
61.3,-0.024122061,0.034806007,0.48282206
61.4,-0.026917074,0.033025485,0.47541244
61.5,-0.014904453,0.033157488,0.47550284
61.6,-0.013826272,0.032419082,0.4723764
61.7,-0.010284848,0.032598499,0.47845243
61.8,-0.015612951,0.030624593,0.46385633
61.9,0.0001834304,0.032807184,0.48303355
62,-0.022149993,0.030805887,0.48735747
62.1,-0.02342185,0.030377536,0.49657459
62.2,-0.029036784,0.029229617,0.50207622
62.3,-0.029303039,0.028134716,0.5030408
62.4,-0.025640313,0.027573124,0.506704
62.5,-0.026398838,0.027144712,0.51853056
62.6,-0.035577292,0.026017244,0.53396364
62.7,-0.043337118,0.023571999,0.5272786
62.8,-0.029056138,0.022911425,0.51702081
62.9,-0.016417087,0.022991557,0.51527982
63,-0.01613951,0.022885653,0.52665501
63.1,-0.028065003,0.021163769,0.52880685
63.2,-0.028090334,0.020624433,0.54191603
63.3,-0.036720717,0.018264774,0.53026709
63.4,-0.021012868,0.018116868,0.52024584
63.5,-0.01188134,0.017990722,0.51325323
63.6,-0.0082170207,0.016997466,0.48749516
63.7,0.013277894,0.019288631,0.50108256
63.8,-0.010592931,0.017653756,0.50848019
63.9,-0.021517059,0.016918378,0.53056403
64,-0.041717315,0.014228231,0.53472599
64.1,-0.037949117,0.012878217,0.52789345
64.2,-0.026116097,0.013147914,0.54817096
64.3,-0.045508515,0.01059052,0.56268304
64.4,-0.053669363,0.0084466111,0.58125961
64.5,-0.059665447,0.0056655261,0.56704111
64.6,-0.035692517,0.0057114048,0.55159611
64.7,-0.018427417,0.0061145679,0.5508525
64.8,-0.020680175,0.0052694217,0.55622135
64.9,-0.028067166,0.0038304264,0.56265587
65,-0.035065555,0.0022256545,0.58137967
65.1,-0.047182878,-0.00035972121,0.5593512
65.2,-0.021463745,0.00049088772,0.53694344
65.3,-0.0011634917,0.0017540271,0.56194063
65.4,-0.034274352,-0.0015757503,0.5693967
65.5,-0.03697956,-0.0030403743,0.54506146
65.6,-0.01080843,-0.0018202391,0.55162873
65.7,-0.022791491,-0.0034349203,0.55708411
65.8,-0.028836968,-0.0048390759,0.55051748
65.9,-0.022284994,-0.0053112333,0.55785785
66,-0.029437686,-0.0066944181,0.54156918
66.1,-0.013522927,-0.0061534851,0.53875515
66.2,-0.014841544,-0.006677703,0.52927241
66.3,-0.0095379178,-0.0064346108,0.50854504
66.4,0.0048982469,-0.0053359485,0.50794983
66.5,-0.0040813287,-0.0061620853,0.51798762
66.6,-0.019031128,-0.007760334,0.51366078
66.7,-0.016000142,-0.0082241941,0.51775325
66.8,-0.021651667,-0.0093690192,0.51677342
66.9,-0.02019865,-0.0097554571,0.50178541
67,-0.0064870971,-0.0091865946,0.50452979
67.1,-0.013181244,-0.0098936102,0.49307964
67.2,-0.0047963552,-0.0095399467,0.49274678
67.3,-0.0091191568,-0.010043761,0.48692653
67.4,-0.0067801899,-0.0098571971,0.47260643
67.5,0.0026931702,-0.0090319878,0.46622276
67.6,0.0022654006,-0.0088220471,0.45798066
67.7,0.0040110132,-0.008411791,0.44978789
67.8,0.0058431152,-0.0082507156,0.45856815
67.9,-0.0094468005,-0.0097522603,0.46853609
68,-0.022815053,-0.012158661,0.50262659
68.1,-0.049009996,-0.015287842,0.48823972
68.2,-0.025469758,-0.014037446,0.46546761
68.3,-0.00093377039,-0.012569561,0.46671395
68.4,-0.0072142892,-0.013496266,0.47597251
68.5,-0.019683878,-0.015447032,0.49074229
68.6,-0.031524444,-0.017192285,0.48482323
68.7,-0.02093344,-0.017062032,0.47769318
68.8,-0.012774074,-0.01740687,0.48796895
68.9,-0.023894619,-0.01909816,0.49022357
69,-0.023385356,-0.019650579,0.48238919
69.1,-0.014072303,-0.019327153,0.47550216
69.2,-0.0086123585,-0.019080295,0.46943878
69.3,-0.0055360997,-0.019246021,0.47257121
69.4,-0.011752006,-0.019942815,0.46863931
69.5,-0.0093484412,-0.020028863,0.46540784
69.6,-0.0082406086,-0.020089883,0.46066571
69.7,-0.0060541643,-0.02074565,0.47296011
69.8,-0.020447109,-0.022435029,0.47265182
69.9,-0.018417125,-0.023082671,0.47383547
70,-0.018484154,-0.023787023,0.47332891
70.1,-0.017201832,-0.02467081,0.47897231
70.2,-0.022692447,-0.026448942,0.48946283
70.3,-0.028861432,-0.026998419,0.47173826
70.4,-0.007161211,-0.027030829,0.49067267
70.5,-0.026895512,-0.028767669,0.48042775
70.6,-0.01470816,-0.026625437,0.44763727
70.7,0.014313566,-0.023861252,0.4401572
70.8,0.011928539,-0.02412529,0.44943734
70.9,-0.0028120004,-0.023553328,0.4186662
71,0.021135994,-0.02069252,0.40796359
71.1,0.021871016,-0.020944338,0.42892081
71.2,-0.0072142336,-0.022794264,0.42276345
71.3,-0.0016814837,-0.0236222,0.44253701
71.4,-0.023651215,-0.026310847,0.44945128
71.5,-0.024572873,-0.026392942,0.4334401
71.6,-0.0042750777,-0.025878161,0.44255504
71.7,-0.014248169,-0.026569852,0.43361778
71.8,-0.0049280053,-0.025611489,0.42375193
71.9,0.0025253784,-0.02492091,0.42078527
72,0.0013681818,-0.026037463,0.43822438
72.1,-0.018203686,-0.027852932,0.43554692
72.2,-0.012868591,-0.028154962,0.43708572
72.3,-0.013193148,-0.028458246,0.43287471
72.4,-0.0081591243,-0.029884244,0.45365047
72.5,-0.03033844,-0.033375707,0.46697802
72.6,-0.036557914,-0.035134476,0.46586439
72.7,-0.028094205,-0.036881425,0.48095068
72.8,-0.036778332,-0.038282094,0.47291701
72.9,-0.02195735,-0.040241137,0.49710861
73,-0.041220717,-0.042242265,0.48637349
73.1,-0.023532159,-0.041036861,0.47396758
73.2,-0.0096755046,-0.041500114,0.48376757
73.3,-0.021986694,-0.043642473,0.48849975
73.4,-0.024579977,-0.044061965,0.47959145
73.5,-0.014003732,-0.045173565,0.49162796
73.6,-0.026125044,-0.046416279,0.48456806
73.7,-0.01706289,-0.047078568,0.48913547
73.8,-0.021568318,-0.047694198,0.48253546
73.9,-0.014447958,-0.04715924,0.47459833
74,-0.0082573375,-0.048918369,0.49127204
74.1,-0.024524426,-0.048692696,0.46784143
74.2,-0.0019014547,-0.045834415,0.45194132
74.3,0.0082585701,-0.045518802,0.45650304
74.4,-0.0036880116,-0.045836768,0.44905139
74.5,-0.00052921186,-0.045559188,0.44643895
74.6,-0.0027237961,-0.046340268,0.44999743
74.7,-0.0093646294,-0.046383521,0.44128659
74.8,-0.0021860646,-0.047922517,0.45762014
74.9,-0.021265436,-0.050053087,0.45700212
75,-0.018181276,-0.050558479,0.4553978
75.1,-0.014972761,-0.049453142,0.44055769
75.2,-0.00022475922,-0.049489766,0.44729239
75.3,-0.010180561,-0.04940617,0.43565171
75.4,-1.9829767e-05,-0.049318892,0.43873034
75.5,-0.006623941,-0.049076439,0.42890207
75.6,0.00088084089,-0.048777994,0.42894738
75.7,-0.0033287231,-0.049988535,0.43426034
75.8,-0.010280772,-0.04973044,0.42310187
75.9,0.00025450866,-0.049739554,0.42709457
76,-0.0067232924,-0.049853631,0.42032171
76.1,-0.0015978019,-0.048670468,0.41086667
76.2,0.0043522553,-0.047034545,0.39995635
76.3,0.010602137,-0.046731127,0.40235233
76.4,0.0021259316,-0.048497415,0.41172438
76.5,-0.010954012,-0.051895546,0.42800887
76.6,-0.024543797,-0.053222077,0.42237592
76.7,-0.013969579,-0.051854221,0.4109255
76.8,-0.0014777862,-0.050859886,0.40706432
76.9,-6.1718119e-05,-0.048749996,0.38921572
77,0.013950917,-0.046867469,0.38375007
77.1,0.012777094,-0.047347011,0.3891456
77.2,0.001017176,-0.050664811,0.40853886
77.3,-0.016143749,-0.04963562,0.3849429
77.4,0.0089732769,-0.047230589,0.3795788
77.5,0.0094723152,-0.046302122,0.37352636
77.6,0.011124645,-0.046647484,0.37871865
77.7,0.0014222462,-0.048072634,0.38387597
77.8,-0.004868048,-0.04913825,0.38590501
77.9,-0.0060723292,-0.049601702,0.38533846
78,-0.004420716,-0.047958466,0.37045996
78.1,0.009250039,-0.045619819,0.36016828
78.2,0.015795276,-0.045543366,0.36574812
78.3,0.0048501782,-0.046839535,0.37022902
78.4,-0.00096966367,-0.046588058,0.36335353
78.5,0.0046594361,-0.043402771,0.3412273
78.6,0.023682175,-0.041118868,0.33820628
78.7,0.019148127,-0.04016739,0.33239931
78.8,0.018799953,-0.038577154,0.3234621
78.9,0.023192273,-0.038626491,0.33193358
79,0.0091156495,-0.039510043,0.3332522
79.1,0.0066122377,-0.039822845,0.33512278
79.2,0.0043953617,-0.038391841,0.32193996
79.3,0.016619088,-0.036540013,0.31679032
79.4,0.017594069,-0.035033278,0.30867961
79.5,0.02149648,-0.033675122,0.30470123
79.6,0.020775464,-0.032869323,0.30275497
79.7,0.018381047,-0.031643441,0.29521121
79.8,0.02295453,-0.030896241,0.2977262
79.9,0.016714298,-0.032115102,0.31033715
80,0.0025417463,-0.033435675,0.31403117
80.1,0.0015890563,-0.03237868,0.30296287
80.2,0.014539582,-0.030900391,0.30075203
80.3,0.016011971,-0.031770779,0.31463872
80.4,7.2119009e-05,-0.034115324,0.32650215
80.5,-0.007918129,-0.034985248,0.32586405
80.6,-0.0014456814,-0.036221056,0.33927963
80.7,-0.012703259,-0.039751185,0.35961749
80.8,-0.024448472,-0.040628916,0.35115461
80.9,-0.0073753753,-0.038901807,0.34188797
81,0.0060928571,-0.039109015,0.35170918
81.1,-0.0030913353,-0.038639305,0.33984964
81.2,0.010071381,-0.037127138,0.33585616
81.3,0.012334127,-0.037449942,0.3427767
81.4,0.0035018724,-0.037416062,0.3371613
81.5,0.0088453928,-0.036099729,0.33003081
81.6,0.014264547,-0.035148648,0.32803211
81.7,0.01298511,-0.033686918,0.31694674
81.8,0.021749094,-0.03283868,0.32055168
81.9,0.013597841,-0.031997961,0.31107447
82,0.021756261,-0.031866041,0.32142255
82.1,0.0075288219,-0.032640711,0.32170894
82.2,0.0074497129,-0.032184259,0.31870684
82.3,0.011228421,-0.032945728,0.33144299
82.4,-0.0018965615,-0.034097111,0.33265059
82.5,0.00027083683,-0.035528765,0.34665406
82.6,-0.010964223,-0.037037448,0.34905155
82.7,-0.0076740003,-0.038034939,0.35628942
82.8,-0.010633797,-0.039633523,0.36428785
82.9,-0.012711315,-0.039030851,0.35184551
83,0.0038453308,-0.037401175,0.34659148
83.1,0.0091315132,-0.03777934,0.3548917
83.2,1.2839119e-05,-0.037319571,0.34381862
83.3,0.010472664,-0.034993761,0.33089182
83.4,0.020526124,-0.033566721,0.32940273
83.5,0.01696418,-0.033309398,0.32958316
83.6,0.012920107,-0.031739941,0.31515912
83.7,0.025829624,-0.031010261,0.32435703
83.8,0.011586014,-0.030550217,0.31349096
83.9,0.02164356,-0.030070894,0.32219069
84,0.0089893571,-0.03082274,0.32403766
84.1,0.0070102181,-0.030286724,0.31871822
84.2,0.012299185,-0.029278099,0.31537043
84.3,0.014563623,-0.029086634,0.31956298
84.4,0.0087908358,-0.029587636,0.32349106
84.5,0.0051710347,-0.029642165,0.32257148
84.6,0.0072057941,-0.029187645,0.32086468
84.7,0.0089474885,-0.027908893,0.31069008
84.8,0.017454383,-0.025887701,0.30049941
84.9,0.025067373,-0.024876888,0.30420533
85,0.016904663,-0.025271163,0.30936717
85.1,0.010128872,-0.025074389,0.30536651
85.2,0.013743176,-0.023835791,0.29842335
85.3,0.020171005,-0.023255245,0.30471362
85.4,0.011470025,-0.023553391,0.30605709
85.5,0.010553114,-0.023953793,0.31464502
85.6,0.0029583576,-0.024024086,0.30980359
85.7,0.0098671454,-0.022891618,0.30474195
85.8,0.015164462,-0.022106202,0.30540688
85.9,0.012869569,-0.020799966,0.29121475
86,0.02699359,-0.019415249,0.29760421
86.1,0.016267871,-0.019163528,0.29183756
86.2,0.020188376,-0.017934081,0.28761682
86.3,0.021674869,-0.016871225,0.28431264
86.4,0.022364926,-0.016085806,0.28513487
86.5,0.01881791,-0.015380025,0.28039983
86.6,0.021487993,-0.014148381,0.27499162
86.7,0.024165419,-0.01288912,0.27069
86.8,0.024791246,-0.01157595,0.26275322
86.9,0.030206888,-0.010286438,0.26618043
87,0.022929794,-0.0099580261,0.26726139
87.1,0.020551553,-0.0095102769,0.27117947
87.2,0.01633259,-0.0094616498,0.27897606
87.3,0.0095785604,-0.009397348,0.27454007
87.4,0.015816993,-0.0082400267,0.26901925
87.5,0.021588341,-0.0070777976,0.26872722
87.6,0.020449752,-0.0063166406,0.26547422
87.7,0.022598236,-0.0053084251,0.26361689
87.8,0.023211349,-0.0044571248,0.26556036
87.9,0.020196879,-0.0039773216,0.26977279
88,0.015707309,-0.0036273631,0.26586896
88.1,0.01942993,-0.0025536021,0.25677924
88.2,0.028085908,-0.00098522382,0.25804948
88.3,0.024015934,-0.00035105157,0.25599521
88.4,0.025030713,0.00062886868,0.25976617
88.5,0.020345331,0.0011029546,0.26883983
88.6,0.01187404,0.00097496354,0.2617198
88.7,0.019356176,0.002112212,0.24904151
88.8,0.032804672,0.0042182752,0.25512367
88.9,0.023010601,0.0043373878,0.24874091
89,0.027256066,0.0054775461,0.24150757
89.1,0.032818438,0.0071093854,0.24508678
89.2,0.026126902,0.0076829805,0.24662694
89.3,0.023237604,0.0082272423,0.24285633
89.4,0.027493538,0.0097177287,0.24950781
89.5,0.019710604,0.0098458129,0.24718082
89.6,0.022823019,0.010839407,0.24656888
89.7,0.023503624,0.011767454,0.24752392
89.8,0.021722186,0.012029015,0.23904442
89.9,0.032761202,0.014622,0.25345751
90,0.015858916,0.014459624,0.25957175
90.1,0.012357071,0.014517956,0.25696979
90.2,0.017773538,0.015349084,0.25466452
90.3,0.021291502,0.016289475,0.25424052
90.4,0.022430479,0.017476037,0.25947518
90.5,0.017580057,0.018065805,0.26388357
90.6,0.014728716,0.018166978,0.26075429
90.7,0.020135663,0.019377488,0.26338053
90.8,0.018606292,0.02058934,0.27269658
90.9,0.010671851,0.020906524,0.27912978
91,0.007997283,0.021693105,0.28880867
91.1,0.0029969706,0.02075226,0.27972707
91.2,0.01677042,0.02225462,0.28083972
91.3,0.016263794,0.022630498,0.27929317
91.4,0.017552353,0.022367613,0.26788073
91.5,0.031862927,0.025896188,0.28644364
91.6,0.0099680219,0.02515358,0.29036069
91.7,0.0089712288,0.024905277,0.28531252
91.8,0.017698057,0.026913008,0.29565168
91.9,0.0080329623,0.02669565,0.29769744
92,0.0091159493,0.02696867,0.29724826
92.1,0.011656537,0.026866364,0.290606
92.2,0.019294297,0.027829557,0.28920929
92.3,0.02020485,0.02907485,0.2949763
92.4,0.013917008,0.030433853,0.30880769
92.5,0.001985522,0.029617226,0.30847117
92.6,0.0066615477,0.029695525,0.3047531
92.7,0.013294683,0.030875814,0.30875407
92.8,0.010111614,0.030316434,0.30253252
92.9,0.016624158,0.030349218,0.29376716
93,0.02581415,0.032916264,0.305173
93.1,0.012143733,0.031718275,0.29902707
93.2,0.019056349,0.032825423,0.30001373
93.3,0.017034289,0.033133574,0.29950931
93.4,0.016722288,0.03283081,0.29257853
93.5,0.023497439,0.034511742,0.29741426
93.6,0.016510872,0.033264191,0.28637949
93.7,0.026524804,0.034537163,0.28483933
93.8,0.024826918,0.035027483,0.28355536
93.9,0.023348298,0.035038465,0.2787373
94,0.026478905,0.036398961,0.28166189
94.1,0.021500265,0.037471401,0.28772168
94.2,0.015016994,0.037383392,0.28732048
94.3,0.016878542,0.038488863,0.29162598
94.4,0.013727857,0.040101025,0.30310085
94.5,0.0044654107,0.039754403,0.3051053
94.6,0.0072781678,0.041602748,0.31751873
94.7,-0.00077571736,0.039842051,0.30953858
94.8,0.013530695,0.042840799,0.32370871
94.9,0.00067438567,0.042343809,0.32743291
95,0.0015830723,0.040986118,0.31746173
95.1,0.013941518,0.041172733,0.3104102
95.2,0.021370159,0.043379548,0.31931587
95.3,0.010902342,0.0420889,0.31320062
95.4,0.017182766,0.042324146,0.30886498
95.5,0.019130241,0.041071397,0.29512052
95.6,0.030866527,0.043030583,0.29741511
95.7,0.024069617,0.044089777,0.30327435
95.8,0.016187004,0.045249459,0.31232057
95.9,0.0079094921,0.044337946,0.30920575
96,0.013228545,0.044619889,0.30709264
96.1,0.015852048,0.044790738,0.30477212
96.2,0.018252215,0.04589045,0.30841146
96.3,0.01410653,0.045740521,0.3073506
96.4,0.015542467,0.04583445,0.30522191
96.5,0.017562973,0.04618409,0.30411828
96.6,0.018699809,0.048107622,0.3136728
96.7,0.0088455412,0.048590141,0.32057674
96.8,0.0047498427,0.047264275,0.31403944
96.9,0.013824396,0.047524557,0.31034318
97,0.017459211,0.047704655,0.30759094
97.1,0.018890174,0.047308618,0.30168871
97.2,0.023075873,0.047779007,0.29937499
97.3,0.023452471,0.04932817,0.30543926
97.4,0.015637717,0.049634172,0.30867594
97.5,0.012940137,0.049551453,0.30807914
97.6,0.015410312,0.052157092,0.32186727
97.7,0.0029749344,0.050981191,0.32058734
97.8,0.00793502,0.050456856,0.31530592
97.9,0.016310008,0.053382884,0.32868182
98,0.0037568583,0.051599941,0.32352442
98.1,0.012427355,0.053245838,0.32960399
98.2,0.0072968935,0.053683356,0.33466073
98.3,0.0046907524,0.056216167,0.35262962
98.4,-0.0086049582,0.053704074,0.34594639
98.5,0.0040054443,0.05396357,0.34353551
98.6,0.0096802796,0.057860301,0.36616654
98.7,-0.010237666,0.05509277,0.36085546
98.8,0.0017087524,0.057141459,0.37114792
98.9,-0.0056492315,0.056666728,0.37448996
99,-0.0042521731,0.055373736,0.36835056
99.1,0.0048839296,0.055011582,0.36290552
99.2,0.010577112,0.055148449,0.36090487
99.3,0.011812372,0.057019367,0.37200969
99.4,-0.00038156657,0.057457472,0.38212995
99.5,-0.0074712832,0.057000703,0.38596869
99.6,-0.0064893571,0.056222207,0.38391257
99.7,-0.00060169111,0.056527293,0.38570444
99.8,-0.00037427681,0.055889611,0.38336494
99.9,0.0031918578,0.054257359,0.37170995
100,0.014358195,0.05491766,0.36984128
100.1,0.013138524,0.054762366,0.36806441
100.2,0.012635216,0.055791767,0.37419038
100.3,0.0048878593,0.055283824,0.37486387
100.4,0.0048912249,0.057361621,0.38997282
100.5,-0.0075334721,0.053904657,0.3754588
100.6,0.0092296317,0.053940109,0.36794677
100.7,0.015137402,0.054902683,0.37024742
100.8,0.010091588,0.056206682,0.38083871
100.9,-0.0017077423,0.057170407,0.3950121
101,-0.012919246,0.056712591,0.4020868
101.1,-0.013653577,0.055763601,0.40124027
101.2,-0.0073753507,0.05316149,0.38340504
101.3,0.013255281,0.055422861,0.3889739
101.4,0.0047892969,0.055626011,0.39497818
101.5,-0.0011698561,0.055042738,0.39580495
101.6,-0.00042921104,0.056404446,0.40753477
101.7,-0.011554382,0.057875409,0.42853718
101.8,-0.023616805,0.052806677,0.40470707
101.9,0.0070598846,0.055420749,0.41009331
102,6.7752214e-05,0.054130928,0.40571105
102.1,0.0043521624,0.054632025,0.4082784
102.2,0.00073131467,0.054680636,0.41216576
102.3,-0.0027189805,0.053114102,0.40461058
102.4,0.0059880876,0.055396454,0.41830833
102.5,-0.0090654708,0.054817921,0.42562356
102.6,-0.012408987,0.052638264,0.4156841
102.7,0.001012016,0.054110672,0.42240182
102.8,-0.0062467971,0.054571471,0.43341142
102.9,-0.015808899,0.055047938,0.44867023
103,-0.02581923,0.053745599,0.45284946
103.1,-0.022449943,0.053284706,0.45606141
103.2,-0.019551905,0.052511625,0.45591588
103.3,-0.014726696,0.051527339,0.45125902
103.4,-0.0075927635,0.050965026,0.44667077
103.5,-0.0029188685,0.050153151,0.43970072
103.6,0.0023908533,0.049523508,0.4322489
103.7,0.0078785366,0.053624328,0.46471603
103.8,-0.028881989,0.051508063,0.47748273
103.9,-0.034062465,0.050703973,0.48649508
104,-0.032502254,0.047440505,0.46724782
104.1,-0.0060624982,0.049941465,0.47961109
104.2,-0.018189838,0.047730741,0.47378493
104.3,-0.010032009,0.048702954,0.48383311
104.4,-0.018791211,0.046414849,0.47503317
104.5,-0.0081304925,0.046010522,0.46872644
104.6,-0.0028989323,0.04749466,0.48340446
104.7,-0.021316904,0.04773127,0.507415
104.8,-0.037797705,0.043565665,0.49032804
104.9,-0.013855203,0.044178012,0.48758674
105,-0.010967099,0.043803805,0.48748245
105.1,-0.011632006,0.04380482,0.49433524
105.2,-0.01820926,0.042328275,0.49138776
105.3,-0.013751609,0.041608689,0.48712108
105.4,-0.009631937,0.041952685,0.49381302
105.5,-0.016459352,0.04003691,0.48482193
105.6,-0.0072671043,0.039354264,0.47416119
105.7,0.0011971016,0.040828203,0.4865381
105.8,-0.013194458,0.037821589,0.46853567
105.9,0.0049572321,0.040351886,0.48505225
106,-0.01478266,0.037553104,0.47415021
106.1,-0.0038799622,0.037724768,0.47081683
106.2,-0.0034032667,0.038724535,0.48596848
106.3,-0.020339693,0.036970366,0.48802927
106.4,-0.019420777,0.036070421,0.48608393
106.5,-0.015487431,0.036470339,0.4971675
106.6,-0.025766783,0.035543562,0.50756241
106.7,-0.03167071,0.034131479,0.51053115
106.8,-0.0291122,0.033535513,0.51641319
106.9,-0.029388185,0.031578509,0.50423227
107,-0.0136352,0.032315942,0.50935209
107.1,-0.020115927,0.031988829,0.52347327
107.2,-0.029206579,0.028498516,0.49417079
107.3,0.002708121,0.030959725,0.50143363
107.4,-0.0089685125,0.028448882,0.47895335
107.5,0.010146633,0.030355246,0.48565846
107.6,-0.0034466646,0.028363789,0.47049045
107.7,0.0073862503,0.029553247,0.47551715
107.8,-0.0042796376,0.028865011,0.47986021
107.9,-0.012049888,0.02905997,0.49971745
108,-0.033390816,0.027603941,0.51992379
108.1,-0.045811667,0.025077391,0.51963025
108.2,-0.03528516,0.023874219,0.508611
108.3,-0.01866246,0.024984445,0.52549345
108.4,-0.035178658,0.023096517,0.53569369
108.5,-0.038552929,0.02111781,0.52829429
108.6,-0.02537482,0.020634608,0.51944828
108.7,-0.015350316,0.020365041,0.51165839
108.8,-0.0095092129,0.019218468,0.48299851
108.9,0.014957537,0.021538199,0.48953892
109,-0.0014032787,0.020245205,0.48549324
109.1,-0.0022748502,0.019204514,0.46450556
109.2,0.013940592,0.021117849,0.4744852
109.3,-0.0045192625,0.019781098,0.47504727
109.4,-0.0073262414,0.01847495,0.45501057
109.5,0.0092582941,0.01967439,0.45114317
109.6,0.0060885996,0.019880577,0.45607382
109.7,-0.0030134224,0.018284898,0.43578191
109.8,0.012560916,0.019234737,0.42471088
109.9,0.016261526,0.020238834,0.42931552
110,0.0049364621,0.018897634,0.41280915
110.1,0.018122389,0.021106404,0.4292037
110.2,-0.0069042133,0.020196473,0.44872048
110.3,-0.024183517,0.018033005,0.44521358
110.4,-0.015082959,0.017841881,0.44063572
110.5,-0.0081054837,0.018033282,0.44250962
110.6,-0.009328116,0.017324466,0.43602602
110.7,-0.002655517,0.017426147,0.43107569
110.8,0.00060686624,0.017642604,0.43143934
110.9,-0.0019154486,0.017065375,0.42353707
111,0.0038092858,0.017203413,0.41514548
111.1,0.0088441643,0.018034511,0.42038553
111.2,-0.00043399115,0.0173537,0.41915446
111.3,-0.00059461925,0.017435655,0.42255418
111.4,-0.004727704,0.016644553,0.41449076
111.5,0.0026987017,0.016909313,0.40756026
111.6,0.0066457677,0.016884619,0.39567823
111.7,0.015146264,0.018267954,0.40320557
111.8,0.002243972,0.017731716,0.4081675
111.9,-0.0040175891,0.017549499,0.41712041
112,-0.011177051,0.016288166,0.40818992
112.1,-0.00027552188,0.016698923,0.40210861
112.2,0.0048526407,0.017298897,0.40512574
112.3,-0.00038439056,0.017320206,0.41434723
112.4,-0.0097215305,0.016503726,0.41804561
112.5,-0.011039383,0.016358268,0.42735089
112.6,-0.017154109,0.01536536,0.42849818
112.7,-0.014086682,0.015490644,0.44161424
112.8,-0.023047365,0.013994158,0.43969113
112.9,-0.015533798,0.013895508,0.44012878
113,-0.012944586,0.013653984,0.44286506
113.1,-0.013005931,0.012737039,0.42917929
113.2,0.0010177962,0.013296587,0.41742647
113.3,0.010221864,0.014569558,0.42793569
113.4,-0.0036557922,0.013005503,0.41209225
113.5,0.010208791,0.014110676,0.40802983
113.6,0.0090311213,0.014042004,0.39910187
113.7,0.013185492,0.014725564,0.39786456
113.8,0.0091085254,0.014302114,0.38483247
113.9,0.015793739,0.014432359,0.36187179
114,0.034173711,0.017339378,0.37492943
114.1,0.010697897,0.016550365,0.38200532
114.2,0.00058078677,0.016631061,0.39875274
114.3,-0.012680042,0.014505236,0.37946477
114.4,0.012350501,0.017282931,0.39966409
114.5,-0.0087180821,0.01505484,0.38676686
114.6,0.005006101,0.015500014,0.37178329
114.7,0.017553563,0.016881169,0.3711063
114.8,0.013100257,0.017261402,0.37571806
114.9,0.0052880413,0.016967799,0.3764475
115,0.0037904099,0.017809657,0.39484003
115.1,-0.012971775,0.015905961,0.38717026
115.2,-0.00071930049,0.016896355,0.39375357
115.3,-0.0059857672,0.016066881,0.38785176
115.4,0.0016459894,0.016448125,0.38457687
115.5,0.0044158652,0.0166431,0.38186812
115.6,0.0058891066,0.016913454,0.38160293
115.7,0.0048202636,0.01778716,0.39954863
115.8,-0.012237348,0.015905311,0.39207612
115.9,-0.0008650603,0.016719387,0.39587413
116,-0.0039253,0.016253697,0.39341563
116.1,-3.3969222e-05,0.017116028,0.40904866
116.2,-0.015008843,0.015750682,0.41272965
116.3,-0.013492028,0.014898516,0.40138747
116.4,0.0012916077,0.016014207,0.40564842
116.5,-0.0039806652,0.016005242,0.41816094
116.6,-0.014932864,0.014739838,0.41800285
116.7,-0.010586551,0.01408419,0.40313946
116.8,0.0052291128,0.015004368,0.39596598
116.9,0.010236428,0.016335219,0.41348133
117,-0.010273285,0.0147065,0.41507554
117.1,-0.0092970227,0.014722099,0.42396976
117.2,-0.017529968,0.014694318,0.45726743
117.3,-0.04129317,0.011195,0.44258003
117.4,-0.016821959,0.011796613,0.43014758
117.5,-0.0016287948,0.012791192,0.4341125
117.6,-0.0066533431,0.012006208,0.42694958
117.7,0.00061432869,0.012979095,0.44494469
117.8,-0.020009594,0.011306861,0.45785545
117.9,-0.02736239,0.0096972963,0.45251531
118,-0.016190365,0.0095295169,0.43986513
118.1,-0.0025741256,0.0099904052,0.42617776
118.2,0.0075642625,0.010576984,0.41241724
118.3,0.016867625,0.012178938,0.42830379
118.4,-0.0068814289,0.010814732,0.44233686
118.5,-0.021809939,0.0096202874,0.46517482
118.6,-0.041372637,0.0073137682,0.4871584
118.7,-0.04916907,0.0047973332,0.47286982
118.8,-0.02381879,0.0053934228,0.46028113
118.9,-0.0075848784,0.0062534619,0.4701999
119,-0.01862113,0.0049445096,0.47584096
119.1,-0.022460502,0.0040079509,0.488672
119.2,-0.030224212,0.0023142855,0.47755256
119.3,-0.013995047,0.0028983735,0.49277165
119.4,-0.028426052,0.00094710673,0.49381932
119.5,-0.025213097,0.00023370597,0.49953891
119.6,-0.027476603,-0.00091988268,0.5000734
119.7,-0.024122684,-0.0015849128,0.49432711
119.8,-0.016346513,-0.0016938124,0.49397495
119.9,-0.015425494,-0.0021217777,0.4701636
120,0.0059994551,-0.00052301633,0.46498517
120.1,0.0038885849,-0.00053416682,0.48343125
120.2,-0.019387149,-0.0027184712,0.48299774
120.3,-0.017383407,-0.0032198109,0.48080444
120.4,-0.014972086,-0.0037748385,0.50402404
120.5,-0.035528909,-0.0063166815,0.49500125
120.6,-0.021063115,-0.005824043,0.46714818
120.7,0.0082810998,-0.0038473484,0.48179871
120.8,-0.010824183,-0.0052662105,0.4580948
